Epoch: 1/500 | Train Loss: 0.155997 | Valid Loss: 0.140922
Epoch: 244/500 | Train Loss: 0.125417 | Valid Loss: 0.122556
Epoch: 245/500 | Train Loss: 0.125299 | Valid Loss: 0.122447
Epoch: 246/500 | Train Loss: 0.125234 | Valid Loss: 0.12276
Epoch: 247/500 | Train Loss: 0.125352 | Valid Loss: 0.122458
Epoch: 248/500 | Train Loss: 0.125445 | Valid Loss: 0.122952
Epoch: 249/500 | Train Loss: 0.125273 | Valid Loss: 0.122563
Epoch: 250/500 | Train Loss: 0.125258 | Valid Loss: 0.122707
Epoch: 251/500 | Train Loss: 0.125277 | Valid Loss: 0.12244
Epoch: 252/500 | Train Loss: 0.125296 | Valid Loss: 0.12258
Epoch: 253/500 | Train Loss: 0.125307 | Valid Loss: 0.122449
Epoch: 254/500 | Train Loss: 0.125376 | Valid Loss: 0.122483
Epoch: 255/500 | Train Loss: 0.125332 | Valid Loss: 0.122515
Epoch: 256/500 | Train Loss: 0.125291 | Valid Loss: 0.122591
Epoch: 257/500 | Train Loss: 0.125307 | Valid Loss: 0.122793
Epoch: 258/500 | Train Loss: 0.125358 | Valid Loss: 0.122657
Epoch: 259/500 | Train Loss: 0.125294 | Valid Loss: 0.122522
Epoch: 260/500 | Train Loss: 0.125346 | Valid Loss: 0.122625
Epoch: 261/500 | Train Loss: 0.125412 | Valid Loss: 0.122472
Epoch: 262/500 | Train Loss: 0.125314 | Valid Loss: 0.122531
Epoch: 263/500 | Train Loss: 0.125355 | Valid Loss: 0.122624
Epoch: 264/500 | Train Loss: 0.125409 | Valid Loss: 0.122632
Epoch: 265/500 | Train Loss: 0.125378 | Valid Loss: 0.122517
Epoch: 266/500 | Train Loss: 0.125352 | Valid Loss: 0.122548
Epoch: 267/500 | Train Loss: 0.125438 | Valid Loss: 0.12257
Epoch: 268/500 | Train Loss: 0.125364 | Valid Loss: 0.122695
