Epoch: 1/500 | Train Loss: 0.177085 | Valid Loss: 0.171535
Epoch: 46/500 | Train Loss: 0.147946 | Valid Loss: 0.146053
Epoch: 47/500 | Train Loss: 0.147587 | Valid Loss: 0.146409
Epoch: 48/500 | Train Loss: 0.147684 | Valid Loss: 0.146132
Epoch: 49/500 | Train Loss: 0.147562 | Valid Loss: 0.145744
Epoch: 50/500 | Train Loss: 0.147358 | Valid Loss: 0.145636
Epoch: 51/500 | Train Loss: 0.14739 | Valid Loss: 0.145706
Epoch: 52/500 | Train Loss: 0.147404 | Valid Loss: 0.145622
Epoch: 53/500 | Train Loss: 0.147215 | Valid Loss: 0.145457
Epoch: 54/500 | Train Loss: 0.147118 | Valid Loss: 0.145241
Epoch: 55/500 | Train Loss: 0.146968 | Valid Loss: 0.145473
Epoch: 56/500 | Train Loss: 0.147082 | Valid Loss: 0.145232
Epoch: 57/500 | Train Loss: 0.146593 | Valid Loss: 0.144755
Epoch: 58/500 | Train Loss: 0.146536 | Valid Loss: 0.144632
Epoch: 59/500 | Train Loss: 0.146664 | Valid Loss: 0.144454
Epoch: 60/500 | Train Loss: 0.146281 | Valid Loss: 0.144671
Epoch: 61/500 | Train Loss: 0.146279 | Valid Loss: 0.144746
Epoch: 62/500 | Train Loss: 0.146228 | Valid Loss: 0.144346
Epoch: 63/500 | Train Loss: 0.146123 | Valid Loss: 0.144111
Epoch: 64/500 | Train Loss: 0.145644 | Valid Loss: 0.144053
Epoch: 65/500 | Train Loss: 0.145757 | Valid Loss: 0.143636
Epoch: 66/500 | Train Loss: 0.145665 | Valid Loss: 0.143588
Epoch: 67/500 | Train Loss: 0.145675 | Valid Loss: 0.143448
Epoch: 68/500 | Train Loss: 0.145604 | Valid Loss: 0.143328
Epoch: 69/500 | Train Loss: 0.145466 | Valid Loss: 0.143537
Epoch: 70/500 | Train Loss: 0.145353 | Valid Loss: 0.143681
Epoch: 71/500 | Train Loss: 0.145455 | Valid Loss: 0.143335
Epoch: 72/500 | Train Loss: 0.145245 | Valid Loss: 0.143221
Epoch: 73/500 | Train Loss: 0.145145 | Valid Loss: 0.142977
Epoch: 74/500 | Train Loss: 0.145331 | Valid Loss: 0.142882
Epoch: 75/500 | Train Loss: 0.145244 | Valid Loss: 0.143494
Epoch: 76/500 | Train Loss: 0.145155 | Valid Loss: 0.143138
Epoch: 77/500 | Train Loss: 0.145192 | Valid Loss: 0.14292
Epoch: 78/500 | Train Loss: 0.145303 | Valid Loss: 0.143236
Epoch: 79/500 | Train Loss: 0.145293 | Valid Loss: 0.143389
Epoch: 80/500 | Train Loss: 0.144989 | Valid Loss: 0.142862
Epoch: 81/500 | Train Loss: 0.145198 | Valid Loss: 0.143076
Epoch: 82/500 | Train Loss: 0.145126 | Valid Loss: 0.142678
Epoch: 83/500 | Train Loss: 0.144915 | Valid Loss: 0.142741
Epoch: 84/500 | Train Loss: 0.144922 | Valid Loss: 0.142775
Epoch: 85/500 | Train Loss: 0.14507 | Valid Loss: 0.142709
Epoch: 86/500 | Train Loss: 0.144936 | Valid Loss: 0.142731
Epoch: 87/500 | Train Loss: 0.144883 | Valid Loss: 0.142911
Epoch: 88/500 | Train Loss: 0.144773 | Valid Loss: 0.142714
Epoch: 89/500 | Train Loss: 0.14475 | Valid Loss: 0.142865
Epoch: 90/500 | Train Loss: 0.144952 | Valid Loss: 0.143384
Epoch: 91/500 | Train Loss: 0.145053 | Valid Loss: 0.142619
Epoch: 92/500 | Train Loss: 0.144624 | Valid Loss: 0.142507
Epoch: 93/500 | Train Loss: 0.144903 | Valid Loss: 0.142802
Epoch: 94/500 | Train Loss: 0.144816 | Valid Loss: 0.14257
Epoch: 95/500 | Train Loss: 0.144761 | Valid Loss: 0.142737
Epoch: 96/500 | Train Loss: 0.144623 | Valid Loss: 0.142628
Epoch: 97/500 | Train Loss: 0.144758 | Valid Loss: 0.142764
Epoch: 98/500 | Train Loss: 0.144679 | Valid Loss: 0.142334
Epoch: 99/500 | Train Loss: 0.144589 | Valid Loss: 0.142161
Epoch: 100/500 | Train Loss: 0.14444 | Valid Loss: 0.142257
Epoch: 101/500 | Train Loss: 0.144438 | Valid Loss: 0.142436
Epoch: 102/500 | Train Loss: 0.144686 | Valid Loss: 0.142669
Epoch: 103/500 | Train Loss: 0.144423 | Valid Loss: 0.142199
Epoch: 104/500 | Train Loss: 0.144584 | Valid Loss: 0.1422
Epoch: 105/500 | Train Loss: 0.14437 | Valid Loss: 0.142241
Epoch: 106/500 | Train Loss: 0.144515 | Valid Loss: 0.142401
Epoch: 107/500 | Train Loss: 0.144487 | Valid Loss: 0.142621
Epoch: 108/500 | Train Loss: 0.144325 | Valid Loss: 0.142527
Epoch: 109/500 | Train Loss: 0.144424 | Valid Loss: 0.142543
Epoch: 110/500 | Train Loss: 0.144439 | Valid Loss: 0.142405
Epoch: 111/500 | Train Loss: 0.144503 | Valid Loss: 0.14183
Epoch: 112/500 | Train Loss: 0.144187 | Valid Loss: 0.142424
Epoch: 113/500 | Train Loss: 0.144256 | Valid Loss: 0.142283
Epoch: 114/500 | Train Loss: 0.144302 | Valid Loss: 0.142211
Epoch: 115/500 | Train Loss: 0.144415 | Valid Loss: 0.142196
Epoch: 116/500 | Train Loss: 0.144445 | Valid Loss: 0.142071
Epoch: 117/500 | Train Loss: 0.144308 | Valid Loss: 0.141712
Epoch: 118/500 | Train Loss: 0.144106 | Valid Loss: 0.141813
Epoch: 119/500 | Train Loss: 0.144154 | Valid Loss: 0.141915
Epoch: 120/500 | Train Loss: 0.14414 | Valid Loss: 0.141723
Epoch: 121/500 | Train Loss: 0.144237 | Valid Loss: 0.141833
Epoch: 122/500 | Train Loss: 0.144149 | Valid Loss: 0.14256
Epoch: 123/500 | Train Loss: 0.144381 | Valid Loss: 0.141969
Epoch: 124/500 | Train Loss: 0.144347 | Valid Loss: 0.141833
Epoch: 125/500 | Train Loss: 0.14428 | Valid Loss: 0.141888
Epoch: 126/500 | Train Loss: 0.144207 | Valid Loss: 0.142053
Epoch: 127/500 | Train Loss: 0.14404 | Valid Loss: 0.142022
Epoch: 128/500 | Train Loss: 0.144121 | Valid Loss: 0.141728
Epoch: 129/500 | Train Loss: 0.143807 | Valid Loss: 0.141957
Epoch: 130/500 | Train Loss: 0.143837 | Valid Loss: 0.141729
Epoch: 131/500 | Train Loss: 0.144244 | Valid Loss: 0.14174
Epoch: 132/500 | Train Loss: 0.14415 | Valid Loss: 0.141909
Epoch: 133/500 | Train Loss: 0.144105 | Valid Loss: 0.14171
Epoch: 134/500 | Train Loss: 0.144029 | Valid Loss: 0.141856
Epoch: 135/500 | Train Loss: 0.143975 | Valid Loss: 0.141468
Epoch: 136/500 | Train Loss: 0.143787 | Valid Loss: 0.141681
Epoch: 137/500 | Train Loss: 0.144053 | Valid Loss: 0.1419
Epoch: 138/500 | Train Loss: 0.144019 | Valid Loss: 0.141479
Epoch: 139/500 | Train Loss: 0.143828 | Valid Loss: 0.141507
Epoch: 140/500 | Train Loss: 0.143863 | Valid Loss: 0.141529
Epoch: 141/500 | Train Loss: 0.144011 | Valid Loss: 0.141922
Epoch: 142/500 | Train Loss: 0.14402 | Valid Loss: 0.141606
Epoch: 143/500 | Train Loss: 0.143953 | Valid Loss: 0.141538
Epoch: 144/500 | Train Loss: 0.14395 | Valid Loss: 0.141726
Epoch: 145/500 | Train Loss: 0.143944 | Valid Loss: 0.141283
Epoch: 146/500 | Train Loss: 0.143648 | Valid Loss: 0.141688
Epoch: 147/500 | Train Loss: 0.143856 | Valid Loss: 0.14144
Epoch: 148/500 | Train Loss: 0.143938 | Valid Loss: 0.141574
Epoch: 149/500 | Train Loss: 0.143551 | Valid Loss: 0.141023
Epoch: 150/500 | Train Loss: 0.143825 | Valid Loss: 0.141815
Epoch: 151/500 | Train Loss: 0.143801 | Valid Loss: 0.141496
Epoch: 152/500 | Train Loss: 0.143988 | Valid Loss: 0.141918
Epoch: 153/500 | Train Loss: 0.144112 | Valid Loss: 0.14151
Epoch: 154/500 | Train Loss: 0.143816 | Valid Loss: 0.141925
Epoch: 155/500 | Train Loss: 0.143843 | Valid Loss: 0.141868
Epoch: 156/500 | Train Loss: 0.14412 | Valid Loss: 0.14208
Epoch: 157/500 | Train Loss: 0.143702 | Valid Loss: 0.141453
Epoch: 158/500 | Train Loss: 0.143743 | Valid Loss: 0.141416
Epoch: 159/500 | Train Loss: 0.143747 | Valid Loss: 0.141374
Epoch: 160/500 | Train Loss: 0.143957 | Valid Loss: 0.141575
Epoch: 161/500 | Train Loss: 0.143519 | Valid Loss: 0.140965
Epoch: 162/500 | Train Loss: 0.143328 | Valid Loss: 0.140738
Epoch: 163/500 | Train Loss: 0.143133 | Valid Loss: 0.14069
Epoch: 164/500 | Train Loss: 0.14291 | Valid Loss: 0.140736
Epoch: 165/500 | Train Loss: 0.142883 | Valid Loss: 0.140648
Epoch: 166/500 | Train Loss: 0.143038 | Valid Loss: 0.140649
Epoch: 167/500 | Train Loss: 0.142927 | Valid Loss: 0.140663
Epoch: 168/500 | Train Loss: 0.142996 | Valid Loss: 0.140571
Epoch: 169/500 | Train Loss: 0.142875 | Valid Loss: 0.140519
Epoch: 170/500 | Train Loss: 0.142923 | Valid Loss: 0.140539
Epoch: 171/500 | Train Loss: 0.142719 | Valid Loss: 0.140569
Epoch: 172/500 | Train Loss: 0.142907 | Valid Loss: 0.140617
Epoch: 173/500 | Train Loss: 0.142738 | Valid Loss: 0.140382
Epoch: 174/500 | Train Loss: 0.142884 | Valid Loss: 0.140539
Epoch: 175/500 | Train Loss: 0.14286 | Valid Loss: 0.140405
Epoch: 176/500 | Train Loss: 0.1429 | Valid Loss: 0.140401
Epoch: 177/500 | Train Loss: 0.142806 | Valid Loss: 0.140575
Epoch: 178/500 | Train Loss: 0.142736 | Valid Loss: 0.140461
Epoch: 179/500 | Train Loss: 0.142924 | Valid Loss: 0.140313
Epoch: 180/500 | Train Loss: 0.14274 | Valid Loss: 0.140339
Epoch: 181/500 | Train Loss: 0.14281 | Valid Loss: 0.140417
Epoch: 182/500 | Train Loss: 0.142808 | Valid Loss: 0.14062
Epoch: 183/500 | Train Loss: 0.142798 | Valid Loss: 0.140235
Epoch: 184/500 | Train Loss: 0.14275 | Valid Loss: 0.140326
Epoch: 185/500 | Train Loss: 0.142768 | Valid Loss: 0.140305
Epoch: 186/500 | Train Loss: 0.142662 | Valid Loss: 0.140146
Epoch: 187/500 | Train Loss: 0.142784 | Valid Loss: 0.14038
Epoch: 188/500 | Train Loss: 0.142609 | Valid Loss: 0.140342
Epoch: 189/500 | Train Loss: 0.142605 | Valid Loss: 0.14024
Epoch: 190/500 | Train Loss: 0.142604 | Valid Loss: 0.140396
Epoch: 191/500 | Train Loss: 0.142778 | Valid Loss: 0.140099
Epoch: 192/500 | Train Loss: 0.142765 | Valid Loss: 0.140114
Epoch: 193/500 | Train Loss: 0.142629 | Valid Loss: 0.140229
Epoch: 194/500 | Train Loss: 0.142689 | Valid Loss: 0.140195
Epoch: 195/500 | Train Loss: 0.142628 | Valid Loss: 0.140362
Epoch: 196/500 | Train Loss: 0.142787 | Valid Loss: 0.140093
Epoch: 197/500 | Train Loss: 0.142685 | Valid Loss: 0.140174
Epoch: 198/500 | Train Loss: 0.142492 | Valid Loss: 0.140153
Epoch: 199/500 | Train Loss: 0.142764 | Valid Loss: 0.140304
Epoch: 200/500 | Train Loss: 0.142672 | Valid Loss: 0.140266
Epoch: 201/500 | Train Loss: 0.142447 | Valid Loss: 0.140117
Epoch: 202/500 | Train Loss: 0.142583 | Valid Loss: 0.14006
Epoch: 203/500 | Train Loss: 0.142641 | Valid Loss: 0.140043
Epoch: 204/500 | Train Loss: 0.142605 | Valid Loss: 0.140319
Epoch: 205/500 | Train Loss: 0.142588 | Valid Loss: 0.140189
Epoch: 206/500 | Train Loss: 0.142747 | Valid Loss: 0.140152
Epoch: 207/500 | Train Loss: 0.142654 | Valid Loss: 0.140272
Epoch: 208/500 | Train Loss: 0.142716 | Valid Loss: 0.140276
Epoch: 209/500 | Train Loss: 0.142591 | Valid Loss: 0.140141
Epoch: 210/500 | Train Loss: 0.1426 | Valid Loss: 0.14021
Epoch: 211/500 | Train Loss: 0.142755 | Valid Loss: 0.140139
Epoch: 212/500 | Train Loss: 0.142558 | Valid Loss: 0.140155
Epoch: 213/500 | Train Loss: 0.142595 | Valid Loss: 0.140088
Epoch: 214/500 | Train Loss: 0.14261 | Valid Loss: 0.140076
Epoch: 215/500 | Train Loss: 0.142567 | Valid Loss: 0.14035
Epoch: 216/500 | Train Loss: 0.142668 | Valid Loss: 0.140428
Epoch: 217/500 | Train Loss: 0.142551 | Valid Loss: 0.140034
Epoch: 218/500 | Train Loss: 0.142525 | Valid Loss: 0.140029
Epoch: 219/500 | Train Loss: 0.142568 | Valid Loss: 0.139997
Epoch: 220/500 | Train Loss: 0.142546 | Valid Loss: 0.14001
Epoch: 221/500 | Train Loss: 0.142628 | Valid Loss: 0.140043
Epoch: 222/500 | Train Loss: 0.142637 | Valid Loss: 0.14019
Epoch: 223/500 | Train Loss: 0.142618 | Valid Loss: 0.140293
Epoch: 224/500 | Train Loss: 0.142588 | Valid Loss: 0.140113
Epoch: 225/500 | Train Loss: 0.142685 | Valid Loss: 0.140118
Epoch: 226/500 | Train Loss: 0.142613 | Valid Loss: 0.140336
Epoch: 227/500 | Train Loss: 0.142583 | Valid Loss: 0.140151
Epoch: 228/500 | Train Loss: 0.142422 | Valid Loss: 0.140113
Epoch: 229/500 | Train Loss: 0.142692 | Valid Loss: 0.140034
Epoch: 230/500 | Train Loss: 0.142574 | Valid Loss: 0.140134
Epoch: 231/500 | Train Loss: 0.142518 | Valid Loss: 0.140027
Epoch: 232/500 | Train Loss: 0.142523 | Valid Loss: 0.140035
Epoch: 233/500 | Train Loss: 0.142558 | Valid Loss: 0.140258
Epoch: 234/500 | Train Loss: 0.142609 | Valid Loss: 0.140645
Epoch: 235/500 | Train Loss: 0.14264 | Valid Loss: 0.140045
Epoch: 236/500 | Train Loss: 0.142444 | Valid Loss: 0.140148
Epoch: 237/500 | Train Loss: 0.142594 | Valid Loss: 0.140201
Epoch: 238/500 | Train Loss: 0.142556 | Valid Loss: 0.140036
Epoch: 239/500 | Train Loss: 0.142448 | Valid Loss: 0.140007
Epoch: 240/500 | Train Loss: 0.14258 | Valid Loss: 0.140184
Epoch: 241/500 | Train Loss: 0.1425 | Valid Loss: 0.140153
Epoch: 242/500 | Train Loss: 0.142535 | Valid Loss: 0.140212
Epoch: 243/500 | Train Loss: 0.142509 | Valid Loss: 0.140095
Epoch: 244/500 | Train Loss: 0.142683 | Valid Loss: 0.140056
Epoch: 245/500 | Train Loss: 0.142619 | Valid Loss: 0.140217
Epoch: 246/500 | Train Loss: 0.142716 | Valid Loss: 0.140017
Epoch: 247/500 | Train Loss: 0.142605 | Valid Loss: 0.140037
Epoch: 248/500 | Train Loss: 0.142554 | Valid Loss: 0.140146
Epoch: 249/500 | Train Loss: 0.142704 | Valid Loss: 0.140049
Epoch: 250/500 | Train Loss: 0.142585 | Valid Loss: 0.14016
Epoch: 251/500 | Train Loss: 0.142572 | Valid Loss: 0.140003
Epoch: 252/500 | Train Loss: 0.142575 | Valid Loss: 0.140228
Epoch: 253/500 | Train Loss: 0.142616 | Valid Loss: 0.14018
Epoch: 254/500 | Train Loss: 0.142473 | Valid Loss: 0.140146
Epoch: 255/500 | Train Loss: 0.142612 | Valid Loss: 0.140061
Epoch: 256/500 | Train Loss: 0.142573 | Valid Loss: 0.140067
Epoch: 257/500 | Train Loss: 0.142657 | Valid Loss: 0.140244
Epoch: 258/500 | Train Loss: 0.142628 | Valid Loss: 0.14009
Epoch: 259/500 | Train Loss: 0.142582 | Valid Loss: 0.139994
Epoch: 260/500 | Train Loss: 0.142515 | Valid Loss: 0.140051
Epoch: 261/500 | Train Loss: 0.142519 | Valid Loss: 0.140026
Epoch: 262/500 | Train Loss: 0.142541 | Valid Loss: 0.140085
Epoch: 263/500 | Train Loss: 0.142608 | Valid Loss: 0.140308
Epoch: 264/500 | Train Loss: 0.142683 | Valid Loss: 0.140163
Epoch: 265/500 | Train Loss: 0.142633 | Valid Loss: 0.140085
Epoch: 266/500 | Train Loss: 0.142601 | Valid Loss: 0.14014
Epoch: 267/500 | Train Loss: 0.142557 | Valid Loss: 0.140048
Epoch: 268/500 | Train Loss: 0.142613 | Valid Loss: 0.140058
Epoch: 269/500 | Train Loss: 0.142491 | Valid Loss: 0.139994
Epoch: 270/500 | Train Loss: 0.142567 | Valid Loss: 0.140072
Epoch: 271/500 | Train Loss: 0.14254 | Valid Loss: 0.140027
Epoch: 272/500 | Train Loss: 0.142534 | Valid Loss: 0.140093
Epoch: 273/500 | Train Loss: 0.142694 | Valid Loss: 0.140025
Epoch: 274/500 | Train Loss: 0.142505 | Valid Loss: 0.140016
Epoch: 275/500 | Train Loss: 0.142542 | Valid Loss: 0.140042
Epoch: 276/500 | Train Loss: 0.142603 | Valid Loss: 0.140072
Epoch: 277/500 | Train Loss: 0.142597 | Valid Loss: 0.140134
Epoch: 278/500 | Train Loss: 0.142611 | Valid Loss: 0.140053
Epoch: 279/500 | Train Loss: 0.142548 | Valid Loss: 0.140106
Epoch: 280/500 | Train Loss: 0.142508 | Valid Loss: 0.140005
Epoch: 281/500 | Train Loss: 0.142563 | Valid Loss: 0.140041
Epoch: 282/500 | Train Loss: 0.142566 | Valid Loss: 0.140212
Epoch: 283/500 | Train Loss: 0.142585 | Valid Loss: 0.140045
Epoch: 284/500 | Train Loss: 0.142562 | Valid Loss: 0.140278
Epoch: 285/500 | Train Loss: 0.142402 | Valid Loss: 0.140257
Epoch: 286/500 | Train Loss: 0.142563 | Valid Loss: 0.140289
Epoch: 287/500 | Train Loss: 0.142502 | Valid Loss: 0.140273
Epoch: 288/500 | Train Loss: 0.142737 | Valid Loss: 0.140149
Epoch: 289/500 | Train Loss: 0.142645 | Valid Loss: 0.140012
Epoch: 290/500 | Train Loss: 0.142527 | Valid Loss: 0.140129
Epoch: 291/500 | Train Loss: 0.142587 | Valid Loss: 0.140143
Epoch: 292/500 | Train Loss: 0.142601 | Valid Loss: 0.140344
Epoch: 293/500 | Train Loss: 0.14262 | Valid Loss: 0.140227
Epoch: 294/500 | Train Loss: 0.142602 | Valid Loss: 0.140056
Epoch: 295/500 | Train Loss: 0.142533 | Valid Loss: 0.140097
Epoch: 296/500 | Train Loss: 0.142505 | Valid Loss: 0.140194
Epoch: 297/500 | Train Loss: 0.142625 | Valid Loss: 0.14016
Epoch: 298/500 | Train Loss: 0.142691 | Valid Loss: 0.140083
Epoch: 299/500 | Train Loss: 0.142391 | Valid Loss: 0.140192
Epoch: 300/500 | Train Loss: 0.142521 | Valid Loss: 0.139953
Epoch: 301/500 | Train Loss: 0.142455 | Valid Loss: 0.1402
Epoch: 302/500 | Train Loss: 0.142546 | Valid Loss: 0.140065
Epoch: 303/500 | Train Loss: 0.142596 | Valid Loss: 0.140328
Epoch: 304/500 | Train Loss: 0.142592 | Valid Loss: 0.140055
Epoch: 305/500 | Train Loss: 0.142536 | Valid Loss: 0.140205
Epoch: 306/500 | Train Loss: 0.142509 | Valid Loss: 0.140015
Epoch: 307/500 | Train Loss: 0.142634 | Valid Loss: 0.140044
Epoch: 308/500 | Train Loss: 0.14247 | Valid Loss: 0.14007
Epoch: 309/500 | Train Loss: 0.142635 | Valid Loss: 0.140135
Epoch: 310/500 | Train Loss: 0.142523 | Valid Loss: 0.140178
Epoch: 311/500 | Train Loss: 0.142691 | Valid Loss: 0.140239
Epoch: 312/500 | Train Loss: 0.142651 | Valid Loss: 0.140193
Epoch: 313/500 | Train Loss: 0.142664 | Valid Loss: 0.140159
Epoch: 314/500 | Train Loss: 0.142756 | Valid Loss: 0.140024
Epoch: 315/500 | Train Loss: 0.142401 | Valid Loss: 0.140128
Epoch: 316/500 | Train Loss: 0.14265 | Valid Loss: 0.140043
Epoch: 317/500 | Train Loss: 0.142539 | Valid Loss: 0.140061
Epoch: 318/500 | Train Loss: 0.14258 | Valid Loss: 0.140033
Epoch: 319/500 | Train Loss: 0.142422 | Valid Loss: 0.140042
Epoch: 320/500 | Train Loss: 0.142528 | Valid Loss: 0.140051
Epoch: 321/500 | Train Loss: 0.142516 | Valid Loss: 0.140234
Epoch: 322/500 | Train Loss: 0.142565 | Valid Loss: 0.14003
Epoch: 323/500 | Train Loss: 0.14251 | Valid Loss: 0.140134
Epoch: 324/500 | Train Loss: 0.14265 | Valid Loss: 0.140291
Epoch: 325/500 | Train Loss: 0.142656 | Valid Loss: 0.13998
Epoch: 326/500 | Train Loss: 0.142671 | Valid Loss: 0.140091
Epoch: 327/500 | Train Loss: 0.142668 | Valid Loss: 0.140022
Epoch: 328/500 | Train Loss: 0.142539 | Valid Loss: 0.14023
Epoch: 329/500 | Train Loss: 0.142512 | Valid Loss: 0.140047
Epoch: 330/500 | Train Loss: 0.14264 | Valid Loss: 0.139982
Epoch: 331/500 | Train Loss: 0.142528 | Valid Loss: 0.140135
Epoch: 332/500 | Train Loss: 0.142573 | Valid Loss: 0.13991
Epoch: 333/500 | Train Loss: 0.142608 | Valid Loss: 0.140084
Epoch: 334/500 | Train Loss: 0.14261 | Valid Loss: 0.140031
Epoch: 335/500 | Train Loss: 0.142563 | Valid Loss: 0.140178
Epoch: 336/500 | Train Loss: 0.142473 | Valid Loss: 0.140077
Epoch: 337/500 | Train Loss: 0.142528 | Valid Loss: 0.140163
Epoch: 338/500 | Train Loss: 0.142598 | Valid Loss: 0.13999
Epoch: 339/500 | Train Loss: 0.142639 | Valid Loss: 0.140087
Epoch: 340/500 | Train Loss: 0.142574 | Valid Loss: 0.140114
Epoch: 341/500 | Train Loss: 0.142599 | Valid Loss: 0.140166
Epoch: 342/500 | Train Loss: 0.142576 | Valid Loss: 0.140026
Epoch: 343/500 | Train Loss: 0.142466 | Valid Loss: 0.140024
Epoch: 344/500 | Train Loss: 0.142476 | Valid Loss: 0.140367
Epoch: 345/500 | Train Loss: 0.142549 | Valid Loss: 0.140087
Epoch: 346/500 | Train Loss: 0.142542 | Valid Loss: 0.140078
Epoch: 347/500 | Train Loss: 0.142616 | Valid Loss: 0.140051
Epoch: 348/500 | Train Loss: 0.142626 | Valid Loss: 0.139963
Epoch: 349/500 | Train Loss: 0.142577 | Valid Loss: 0.140101
Epoch: 350/500 | Train Loss: 0.142577 | Valid Loss: 0.140252
Epoch: 351/500 | Train Loss: 0.14274 | Valid Loss: 0.140294
Epoch: 352/500 | Train Loss: 0.142529 | Valid Loss: 0.140179
Epoch: 353/500 | Train Loss: 0.142612 | Valid Loss: 0.140104
Epoch: 354/500 | Train Loss: 0.142561 | Valid Loss: 0.140109
Epoch: 355/500 | Train Loss: 0.142483 | Valid Loss: 0.139992
Epoch: 356/500 | Train Loss: 0.142605 | Valid Loss: 0.14052
Epoch: 357/500 | Train Loss: 0.142618 | Valid Loss: 0.14021
Epoch: 358/500 | Train Loss: 0.142733 | Valid Loss: 0.140209
Epoch: 359/500 | Train Loss: 0.142437 | Valid Loss: 0.139978
Epoch: 360/500 | Train Loss: 0.142635 | Valid Loss: 0.140031
Epoch: 361/500 | Train Loss: 0.142552 | Valid Loss: 0.14009
Epoch: 362/500 | Train Loss: 0.14257 | Valid Loss: 0.140252
Epoch: 363/500 | Train Loss: 0.142611 | Valid Loss: 0.140155
Epoch: 364/500 | Train Loss: 0.142588 | Valid Loss: 0.140062
Epoch: 365/500 | Train Loss: 0.142574 | Valid Loss: 0.140077
Epoch: 366/500 | Train Loss: 0.142591 | Valid Loss: 0.140106
Epoch: 367/500 | Train Loss: 0.142559 | Valid Loss: 0.140082
Epoch: 368/500 | Train Loss: 0.142577 | Valid Loss: 0.140025
Epoch: 369/500 | Train Loss: 0.142536 | Valid Loss: 0.140285
Epoch: 370/500 | Train Loss: 0.142603 | Valid Loss: 0.140233
Epoch: 371/500 | Train Loss: 0.142684 | Valid Loss: 0.140045
Epoch: 372/500 | Train Loss: 0.142418 | Valid Loss: 0.140023
Epoch: 373/500 | Train Loss: 0.142535 | Valid Loss: 0.14027
Epoch: 374/500 | Train Loss: 0.142587 | Valid Loss: 0.140204
Epoch: 375/500 | Train Loss: 0.142428 | Valid Loss: 0.139978
Epoch: 376/500 | Train Loss: 0.14256 | Valid Loss: 0.140014
Epoch: 377/500 | Train Loss: 0.142586 | Valid Loss: 0.14008
