Epoch: 1/500 | Train Loss: 0.177085 | Valid Loss: 0.171535
Epoch: 2/500 | Train Loss: 0.168131 | Valid Loss: 0.163525
Epoch: 3/500 | Train Loss: 0.16249 | Valid Loss: 0.160734
Epoch: 4/500 | Train Loss: 0.160701 | Valid Loss: 0.160211
Epoch: 5/500 | Train Loss: 0.158455 | Valid Loss: 0.157919
Epoch: 6/500 | Train Loss: 0.157653 | Valid Loss: 0.15542
Epoch: 7/500 | Train Loss: 0.15672 | Valid Loss: 0.155305
Epoch: 8/500 | Train Loss: 0.156574 | Valid Loss: 0.158485
Epoch: 9/500 | Train Loss: 0.155983 | Valid Loss: 0.153509
Epoch: 10/500 | Train Loss: 0.154445 | Valid Loss: 0.153543
Epoch: 11/500 | Train Loss: 0.154481 | Valid Loss: 0.153663
Epoch: 12/500 | Train Loss: 0.154162 | Valid Loss: 0.153032
Epoch: 13/500 | Train Loss: 0.154077 | Valid Loss: 0.153873
Epoch: 14/500 | Train Loss: 0.154976 | Valid Loss: 0.15487
Epoch: 15/500 | Train Loss: 0.153565 | Valid Loss: 0.151655
Epoch: 16/500 | Train Loss: 0.153213 | Valid Loss: 0.151011
Epoch: 17/500 | Train Loss: 0.152902 | Valid Loss: 0.152483
Epoch: 18/500 | Train Loss: 0.152665 | Valid Loss: 0.151563
Epoch: 19/500 | Train Loss: 0.152578 | Valid Loss: 0.149852
Epoch: 20/500 | Train Loss: 0.152928 | Valid Loss: 0.150683
Epoch: 21/500 | Train Loss: 0.15313 | Valid Loss: 0.150648
Epoch: 22/500 | Train Loss: 0.153085 | Valid Loss: 0.150809
Epoch: 23/500 | Train Loss: 0.152842 | Valid Loss: 0.152582
Epoch: 24/500 | Train Loss: 0.153221 | Valid Loss: 0.152041
Epoch: 25/500 | Train Loss: 0.153124 | Valid Loss: 0.151365
Epoch: 26/500 | Train Loss: 0.152662 | Valid Loss: 0.150345
Epoch: 27/500 | Train Loss: 0.151772 | Valid Loss: 0.150165
Epoch: 28/500 | Train Loss: 0.15186 | Valid Loss: 0.151157
Epoch: 29/500 | Train Loss: 0.151661 | Valid Loss: 0.152447
Epoch: 30/500 | Train Loss: 0.152476 | Valid Loss: 0.150749
Epoch: 31/500 | Train Loss: 0.152881 | Valid Loss: 0.151056
Epoch: 32/500 | Train Loss: 0.153346 | Valid Loss: 0.15227
Epoch: 33/500 | Train Loss: 0.152577 | Valid Loss: 0.151548
Epoch: 34/500 | Train Loss: 0.152706 | Valid Loss: 0.152226
Epoch: 35/500 | Train Loss: 0.152463 | Valid Loss: 0.14985
Epoch: 36/500 | Train Loss: 0.151842 | Valid Loss: 0.15216
Epoch: 37/500 | Train Loss: 0.152507 | Valid Loss: 0.150062
Epoch: 38/500 | Train Loss: 0.152038 | Valid Loss: 0.150509
Epoch: 39/500 | Train Loss: 0.152116 | Valid Loss: 0.151654
Epoch: 40/500 | Train Loss: 0.151922 | Valid Loss: 0.150973
Epoch: 41/500 | Train Loss: 0.149998 | Valid Loss: 0.147575
Epoch: 42/500 | Train Loss: 0.148681 | Valid Loss: 0.147074
Epoch: 43/500 | Train Loss: 0.14825 | Valid Loss: 0.146697
Epoch: 44/500 | Train Loss: 0.148018 | Valid Loss: 0.146944
Epoch: 45/500 | Train Loss: 0.147966 | Valid Loss: 0.146638
